entA	entB	We
3329	4698	1
3329	10102	1
3329	4722	1
3329	51067	1
3329	3791	1
3329	10965	1
3329	10469	1
3329	1327	1
3329	3030	1
3329	10476	1
3329	1431	1
3329	10455	1
3329	4191	1
3329	2266	1
3329	4723	1
3329	506	1
3329	509	1
3329	539	1
3329	3033	1
3329	10240	1
3329	6742	1
3329	7402	1
3329	38	1
3329	2746	1
3329	4728	1
3329	4725	1
3329	4726	1
3329	4729	1
3329	4719	1
3329	6389	1
3329	2109	1
3329	4702	1
3329	4704	1
3329	29920	1
3329	28976	1
3329	29078	1
3329	3029	1
3329	3336	1
3329	205	1
3329	219	1
3329	1632	1
3329	10449	1
3329	117145	1
3329	23597	1
3329	4724	1
3329	4695	1
3329	3420	1
3329	374291	1
3329	4942	1
3329	5019	1
3329	4967	1
3329	50808	1
3329	51081	1
3329	94081	1
3329	8802	1
3329	55512	1
3329	9512	1
3329	9054	1
3329	617	1
3329	8508	1
3329	80222	1
3329	5832	1
3329	8803	1
3329	4705	1
3329	341883	1
3329	8473	1
3329	84263	1
3329	760	1
3329	6390	1
3329	594	1
3329	55245	1
3329	55967	1
3329	51373	1
51699	55737	1
51699	9559	1
55737	3482	1
55737	112936	1
55737	9559	1
3482	57460	1
3482	999	1
3482	3006	1
3482	5868	1
3482	3916	1
3482	6143	1
3482	1783	1
1500	6647	1
1500	999	1
1500	9662	1
1500	3916	1
10652	999	1
10652	3916	1
10652	9804	1
10652	84987	1
10652	5876	1
11332	816	1
30000	816	1
30000	818	1
8573	3796	1
8573	80331	1
8573	3916	1
8573	8825	1
4355	55327	1
4355	8825	1
5577	56993	1
5577	9804	1
5577	9495	1
5577	9465	1
1678	1327	1
1678	84987	1
1678	94081	1
1678	55848	1
28952	131034	1
8674	23786	1
8674	8907	1
8674	493856	1
8674	51075	1
8674	4259	1
8674	1727	1
8674	127833	1
8674	80331	1
8674	7155	1
8674	9342	1
23786	5354	1
23786	4259	1
23786	9341	1
23786	56993	1
23786	9804	1
23786	84987	1
10529	9454	1
10529	999	1
3954	5163	1
3954	84987	1
3954	94081	1
3954	811	1
6184	3703	1
3856	3860	1
3856	3880	1
3856	3868	1
3856	5339	1
3856	3710	1
3856	3872	1
3856	8546	1
3856	57486	1
3856	60684	1
5834	5836	1
127829	7388	1
3852	3880	1
3852	3868	1
3860	3849	1
3860	286887	1
3860	338785	1
3860	3848	1
3860	539	1
6843	51075	1
6843	1727	1
6843	80331	1
6843	9342	1
11151	91662	1
3849	3880	1
3849	3868	1
286887	3880	1
286887	3868	1
286887	5339	1
5912	816	1
6135	816	1
374454	3880	1
374454	3872	1
2912	4259	1
2912	1727	1
55697	3692	1
55697	4706	1
55697	883	1
338785	3880	1
338785	115704	1
338785	3868	1
5780	92840	1
5780	522	1
5780	51075	1
5780	92344	1
5780	6855	1
5780	9522	1
144501	3880	1
144501	3868	1
121457	7170	1
121457	4656	1
79869	9852	1
79869	70	1
319101	3868	1
9454	5705	1
284069	816	1
140606	3336	1
11069	89927	1
11069	5911	1
11069	5908	1
5257	816	1
326624	5868	1
326624	5876	1
54550	79165	1
79165	3880	1
79165	146705	1
4735	10801	1
4735	999	1
63908	2054	1
63908	493856	1
63908	127833	1
63908	9342	1
54927	25813	1
54927	4259	1
54927	1327	1
54927	1182	1
54927	56993	1
54927	9804	1
54927	84987	1
54927	94081	1
54927	84303	1
54927	55848	1
25813	1327	1
25813	56993	1
25813	84987	1
25813	94081	1
25813	84303	1
25813	55848	1
10801	11077	1
10801	999	1
10801	70	1
10801	55752	1
10801	51143	1
10801	5291	1
80342	255057	1
80342	57017	1
80342	92344	1
80342	91662	1
498	522	1
498	3791	1
498	4191	1
498	506	1
498	539	1
498	6326	1
4282	80184	1
10768	3310	1
3945	535	1
3880	3848	1
3880	83658	1
3880	51138	1
2539	3006	1
5702	4706	1
5702	1159	1
5702	548596	1
5702	5705	1
528	535	1
9782	84251	1
8514	3737	1
816	818	1
816	81	1
7170	5705	1
9852	11077	1
9852	3868	1
26086	65108	1
92840	65009	1
92840	522	1
92840	60314	1
92840	83851	1
80007	11077	1
55964	3692	1
1901	9294	1
3708	5339	1
3708	2036	1
3708	7416	1
3708	767	1
4656	23005	1
65009	522	1
65009	10814	1
65009	6855	1
65009	9143	1
65009	9522	1
65009	9145	1
56904	999	1
10938	30845	1
10938	999	1
10938	9342	1
10938	3916	1
30845	9342	1
80184	1727	1
80184	10134	1
80184	5862	1
80184	9512	1
80184	8125	1
80184	988	1
4133	51144	1
5756	999	1
5756	70	1
10612	4645	1
10612	81	1
11077	146705	1
11077	79169	1
11077	23526	1
11077	7869	1
11077	6529	1
11077	56899	1
11077	55917	1
11077	57109	1
11077	57662	1
11077	9729	1
11077	8936	1
11077	8831	1
11077	9060	1
11077	92815	1
6627	70	1
146705	8907	1
146705	3208	1
146705	80823	1
146705	27430	1
2054	9341	1
2054	9342	1
2054	9515	1
2054	8417	1
2054	9554	1
3692	6128	1
3692	23	1
3692	10240	1
3692	7466	1
5354	4259	1
5354	10493	1
5354	91663	1
8266	8864	1
115704	8907	1
5836	23322	1
5836	9209	1
7458	999	1
55735	4259	1
55735	1327	1
55735	84987	1
55735	94081	1
55735	55848	1
55735	56925	1
30818	444	1
1809	70	1
1809	7846	1
1809	56896	1
51473	60314	1
51473	54472	1
51473	84072	1
23005	448834	1
51350	3868	1
79169	999	1
3848	3868	1
3848	3858	1
522	4259	1
522	7920	1
522	5163	1
522	10476	1
522	56993	1
522	9804	1
522	94081	1
3831	23162	1
3831	85300	1
5875	5868	1
5875	5876	1
448834	200734	1
448834	7869	1
448834	1066	1
448834	26993	1
448834	79065	1
90799	6647	1
90799	9662	1
60314	501	1
60314	10814	1
60314	6855	1
60314	8760	1
60314	84072	1
60314	9145	1
51678	55327	1
51678	83658	1
51678	8825	1
200734	4713	1
200734	4763	1
200734	23413	1
200734	7447	1
100288695	23623	1
4698	4722	1
4698	5163	1
4698	1327	1
4698	84987	1
4698	94081	1
4698	4705	1
93974	506	1
145567	23623	1
5426	7920	1
5426	5427	1
80273	3098	1
80273	5868	1
80273	56993	1
80273	3916	1
80273	8766	1
80273	94081	1
2572	9143	1
2572	9522	1
255057	7920	1
493856	8417	1
493856	9283	1
493856	9854	1
513	5163	1
513	514	1
513	56993	1
51075	4259	1
51075	192683	1
51075	444	1
51075	157378	1
51075	56894	1
51075	9341	1
51075	9218	1
51075	975	1
51075	9217	1
51075	11343	1
51075	94081	1
51075	8760	1
51075	55326	1
51075	8417	1
51075	9854	1
51075	81855	1
57017	80221	1
57017	11343	1
57017	5832	1
4259	9341	1
4259	54940	1
4259	3098	1
4259	7037	1
4259	3099	1
4259	5214	1
4259	6507	1
4259	10476	1
4259	10525	1
4259	509	1
4259	7417	1
4259	539	1
4259	682	1
4259	89941	1
4259	56993	1
4259	3029	1
4259	6185	1
4259	54996	1
4259	7416	1
4259	57448	1
4259	9868	1
4259	8417	1
4259	9554	1
1159	3208	1
3208	548596	1
3208	7381	1
92344	8834	1
92344	9341	1
92344	1066	1
92344	7920	1
92344	975	1
92344	9554	1
4645	4218	1
4645	9230	1
4645	8766	1
4645	57111	1
10814	10102	1
1727	54842	1
10102	5163	1
11112	7037	1
11112	54539	1
11112	8760	1
11112	9554	1
11112	9854	1
192683	80331	1
51382	10953	1
51382	523	1
51382	526	1
51382	9296	1
4722	8834	1
4722	5163	1
4722	1327	1
4722	84987	1
4722	94081	1
22902	55917	1
22902	9363	1
27095	58485	1
27095	3916	1
27095	8766	1
444	133121	1
444	54940	1
444	3006	1
444	80333	1
444	7284	1
4713	79065	1
6856	80222	1
157378	7920	1
56894	7920	1
5187	8864	1
1984	999	1
9341	57460	1
9341	999	1
9341	80331	1
9341	9342	1
9341	5868	1
9341	3916	1
9341	8766	1
26034	9266	1
29966	51143	1
29966	55917	1
29966	6801	1
29966	8428	1
29966	85379	1
11311	5868	1
11311	3916	1
10575	7283	1
10575	10576	1
10575	6950	1
10575	58	1
10575	59	1
5705	7137	1
5705	7168	1
5705	9321	1
5705	9568	1
5705	8036	1
57460	9522	1
57460	55117	1
26993	23623	1
84289	8936	1
10056	70	1
54332	1186	1
54332	7920	1
54332	203068	1
54940	7781	1
54940	1327	1
54940	51143	1
54940	56993	1
54940	9804	1
54940	84987	1
54940	94081	1
54940	55848	1
361	51440	1
57709	11343	1
1738	1783	1
7920	9554	1
132204	9283	1
132204	6505	1
10493	3916	1
80221	9143	1
7184	259266	1
7184	4218	1
7184	6813	1
7184	153733	1
7184	6576	1
7184	3006	1
7184	9694	1
5007	9218	1
114876	9218	1
114876	8682	1
114876	7879	1
8294	3006	1
8366	3006	1
3098	509	1
3098	56993	1
3098	378	1
3098	3029	1
3098	9804	1
3098	84987	1
3098	59345	1
9218	999	1
9218	112	1
9218	3916	1
9218	84987	1
2617	23322	1
6647	3308	1
5163	51067	1
5163	10965	1
5163	10469	1
5163	1327	1
5163	3030	1
5163	10476	1
5163	10455	1
5163	4723	1
5163	506	1
5163	509	1
5163	539	1
5163	10240	1
5163	6742	1
5163	38	1
5163	2746	1
5163	4725	1
5163	4726	1
5163	4729	1
5163	4719	1
5163	6389	1
5163	2109	1
5163	4704	1
5163	29920	1
5163	28976	1
5163	3029	1
5163	205	1
5163	219	1
5163	10449	1
5163	117145	1
5163	23597	1
5163	4724	1
5163	4695	1
5163	3420	1
5163	374291	1
5163	4942	1
5163	5019	1
5163	4967	1
5163	50	1
5163	50808	1
5163	51081	1
5163	8802	1
5163	9512	1
5163	5164	1
5163	9054	1
5163	54704	1
5163	80222	1
5163	5832	1
5163	8803	1
5163	84263	1
5163	6390	1
5163	594	1
5163	55245	1
5163	55967	1
5163	8209	1
5163	64976	1
2895	392862	1
55847	9804	1
54205	5245	1
54205	1537	1
54205	5447	1
7283	10576	1
7283	509	1
999	9368	1
999	1496	1
999	64837	1
999	5339	1
999	5214	1
999	6130	1
999	2125	1
999	10694	1
999	55681	1
999	6128	1
999	829	1
999	27044	1
999	302	1
999	6187	1
999	6138	1
999	203068	1
999	6520	1
999	6712	1
999	3337	1
999	2036	1
999	8502	1
999	9342	1
999	7402	1
999	348110	1
999	1938	1
999	8428	1
999	51400	1
999	54862	1
999	85379	1
999	115	1
999	471	1
999	490	1
999	493	1
999	682	1
999	832	1
999	1266	1
999	1968	1
999	2035	1
999	4134	1
999	5097	1
999	5110	1
999	5297	1
999	5902	1
999	6152	1
999	6164	1
999	6231	1
999	6624	1
999	8867	1
999	9045	1
999	9066	1
999	9217	1
999	9223	1
999	9230	1
999	9253	1
999	9321	1
999	9685	1
999	22848	1
999	25921	1
999	28988	1
999	29789	1
999	30844	1
999	51031	1
999	57175	1
999	57217	1
999	57447	1
999	57498	1
999	57636	1
999	79180	1
999	80725	1
999	153090	1
999	255252	1
629	718	1
9368	3916	1
7137	6659	1
3791	308	1
3791	52	1
7037	111	1
7037	23322	1
7037	3916	1
2890	59283	1
5095	51164	1
5095	5096	1
2775	6000	1
3099	8682	1
3099	56993	1
3099	9804	1
3099	84987	1
64837	23207	1
5339	1431	1
5339	10121	1
5339	5333	1
5339	10514	1
5339	1767	1
5339	70	1
5339	7857	1
5339	5709	1
5339	9283	1
5339	9118	1
7781	80331	1
10965	94081	1
1129	302	1
80331	25977	1
80331	55327	1
80331	1947	1
80331	6855	1
80331	6861	1
80331	6529	1
80331	1175	1
80331	160	1
80331	140679	1
80331	6572	1
80331	1182	1
80331	9342	1
80331	10067	1
80331	9522	1
80331	8618	1
80331	8825	1
80331	8417	1
80331	9892	1
80331	9900	1
80331	91683	1
55327	3916	1
6855	164	1
6855	9143	1
6855	9522	1
6855	7284	1
6130	309	1
6130	9962	1
10469	1327	1
10469	7846	1
10469	8766	1
10469	84987	1
10469	94081	1
10469	4978	1
10469	16	1
1327	3030	1
1327	10525	1
1327	7168	1
1327	114294	1
1327	509	1
1327	4976	1
1327	4726	1
1327	10651	1
1327	8604	1
1327	1345	1
1327	1340	1
1327	4719	1
1327	7384	1
1327	2109	1
1327	4702	1
1327	4704	1
1327	84908	1
1327	29920	1
1327	3029	1
1327	84987	1
1327	94081	1
1327	7386	1
1327	9377	1
1327	55848	1
1327	9868	1
1327	1349	1
1327	1347	1
3030	10476	1
3030	23408	1
3030	7846	1
3030	56993	1
3030	9804	1
3030	84987	1
3030	4648	1
10476	506	1
10476	6326	1
10476	56993	1
10476	9804	1
10476	6328	1
259266	70	1
259266	811	1
10525	3916	1
10525	8766	1
10525	6129	1
10525	84987	1
10525	55848	1
4218	8428	1
4218	9662	1
6204	10134	1
6204	6188	1
6204	6206	1
203	3192	1
2125	23603	1
1431	3336	1
5245	302	1
10550	4704	1
10694	6950	1
10694	908	1
6217	6223	1
51552	54734	1
10134	2786	1
10134	7461	1
10134	6697	1
10134	56256	1
22852	23603	1
6124	9045	1
6124	6141	1
6124	6142	1
6124	9559	1
23284	509	1
6594	7284	1
10455	506	1
10455	3006	1
79048	908	1
55681	70	1
55681	56993	1
55681	9804	1
3780	6222	1
3192	23265	1
3192	57537	1
3192	51633	1
6193	6208	1
6193	6230	1
2805	6128	1
23331	9868	1
10576	22948	1
10576	6950	1
7168	153733	1
7168	70	1
4723	84987	1
4723	94081	1
506	84987	1
114294	399687	1
114294	84987	1
114294	94081	1
509	514	1
509	56993	1
509	8766	1
509	9804	1
509	84987	1
509	94081	1
6223	7417	1
6223	6230	1
7417	5858	1
7417	9804	1
7417	7419	1
829	23322	1
829	832	1
829	51164	1
3703	8766	1
3703	84987	1
6576	8766	1
6576	94081	1
5042	811	1
3006	3007	1
3006	3008	1
3006	25851	1
3006	118987	1
3006	259282	1
3006	7402	1
3006	490	1
3006	6152	1
3006	9901	1
3006	6000	1
3006	8036	1
3006	64324	1
3006	80157	1
3007	3008	1
3007	64324	1
10121	70	1
10121	6712	1
10121	51164	1
11076	3008	1
116986	2036	1
116986	3872	1
2319	3916	1
6156	6164	1
6156	6710	1
3008	118987	1
3008	70	1
3008	9045	1
3008	8831	1
3008	83889	1
3008	64324	1
9126	7846	1
9126	23322	1
9126	8766	1
9126	94081	1
3308	7267	1
27044	92140	1
1211	25885	1
118987	3916	1
302	6187	1
302	51143	1
302	4967	1
302	1783	1
302	58	1
302	5891	1
23265	988	1
23	2022	1
23	7317	1
23	57821	1
6187	6203	1
70	55752	1
70	259282	1
70	55689	1
70	10487	1
70	9342	1
70	7402	1
70	81	1
70	348110	1
70	1266	1
70	8867	1
70	28988	1
70	57175	1
70	26999	1
70	23603	1
70	5357	1
70	57482	1
70	51164	1
70	10693	1
70	56896	1
70	10096	1
70	51663	1
70	988	1
70	830	1
70	84790	1
70	8467	1
70	9329	1
70	8289	1
26059	8541	1
292	83449	1
6138	83449	1
10097	10092	1
10097	10109	1
10097	57180	1
10097	10096	1
8761	9804	1
5464	9045	1
6566	682	1
6566	56993	1
6566	3916	1
5550	4900	1
539	56993	1
539	9804	1
539	84987	1
539	94081	1
539	55848	1
539	5481	1
4916	64324	1
6326	6327	1
7846	203068	1
7846	382	1
7846	5872	1
7846	483	1
7846	10693	1
7846	56896	1
7846	26985	1
7846	378	1
7846	381	1
7846	7278	1
7846	84790	1
6252	7873	1
6520	3916	1
6520	8140	1
4976	94081	1
4976	55848	1
55689	988	1
6712	10497	1
7204	988	1
8997	988	1
9318	988	1
2022	7881	1
47	5520	1
3337	8682	1
3337	91662	1
249	91662	1
10487	91662	1
4131	8125	1
10497	8448	1
10092	57180	1
11113	7267	1
2036	3916	1
22948	58	1
22948	59	1
9342	3916	1
9342	9804	1
9342	84987	1
9342	94081	1
5478	5534	1
382	116987	1
382	9266	1
53916	7879	1
5868	55117	1
5868	3029	1
5868	5876	1
5868	7879	1
2869	6620	1
7402	440073	1
81	51143	1
51143	6923	1
51143	8867	1
51143	28988	1
51143	523	1
51143	56993	1
51143	83658	1
51143	81876	1
2784	2786	1
2784	54331	1
2784	55970	1
2786	59345	1
481	57447	1
5534	9495	1
2554	2566	1
2555	2566	1
5286	9804	1
5872	3916	1
5872	9910	1
83452	9098	1
58485	51112	1
58485	7109	1
58485	60684	1
51112	22878	1
51112	7109	1
51112	3916	1
51112	83696	1
51112	60684	1
22878	7109	1
22878	3916	1
22878	83696	1
22878	60684	1
7109	8766	1
7109	83696	1
11214	84557	1
9475	3916	1
9522	3916	1
9522	8766	1
9522	1783	1
224	9662	1
224	56993	1
224	3916	1
224	9804	1
224	84987	1
6923	1783	1
6923	8065	1
10159	3916	1
38	54704	1
55917	6801	1
55917	8508	1
6801	8428	1
5813	8766	1
6659	3697	1
6659	4763	1
22933	23322	1
8495	3916	1
525	9662	1
54862	9662	1
9662	2747	1
9662	85379	1
9662	28985	1
9662	55296	1
85379	23322	1
85379	9804	1
23322	11160	1
23322	490	1
23322	6389	1
23322	23597	1
23322	3420	1
23322	830	1
23322	84263	1
23322	4710	1
490	27020	1
490	3916	1
682	3916	1
832	51164	1
2035	1783	1
8867	1783	1
9217	56993	1
9217	3916	1
9217	9804	1
9217	84987	1
9321	3916	1
9685	3916	1
25921	3916	1
28988	1783	1
57175	1783	1
57498	3916	1
79180	1783	1
55117	3916	1
26999	3916	1
523	526	1
483	8682	1
483	94081	1
483	8506	1
8682	5236	1
8682	6888	1
65108	3916	1
6500	79791	1
119	3916	1
23603	1783	1
11261	3916	1
10239	8943	1
4728	84987	1
4728	94081	1
4725	94081	1
4726	84987	1
4726	94081	1
10651	56993	1
10651	84987	1
10651	94081	1
10651	55848	1
8604	84987	1
8604	94081	1
7388	94081	1
1340	84987	1
1340	94081	1
1340	55848	1
4729	94081	1
4719	84987	1
4719	94081	1
2109	84987	1
2109	94081	1
4702	84987	1
4702	94081	1
4702	55848	1
4704	84987	1
4704	94081	1
89941	56993	1
89941	9804	1
89941	84987	1
84908	84987	1
84908	94081	1
84908	55848	1
29920	84987	1
29920	94081	1
56993	64423	1
56993	378	1
56993	3029	1
56993	6185	1
56993	9804	1
56993	54996	1
56993	84987	1
56993	94081	1
56993	55848	1
56993	81876	1
56993	9868	1
56993	8140	1
56993	91137	1
29078	84987	1
64423	9804	1
3916	2181	1
3916	6185	1
3916	1650	1
3916	10409	1
3916	23256	1
3916	81542	1
3916	133686	1
3916	9590	1
3916	9789	1
3916	987	1
3916	8943	1
3916	92140	1
3916	8417	1
3916	9554	1
3916	9296	1
3916	9694	1
3916	8546	1
3916	60684	1
3916	8140	1
3916	6305	1
5878	8766	1
8766	51164	1
8766	378	1
8766	3029	1
8766	57109	1
8766	83696	1
8766	10314	1
51164	56922	1
51164	219	1
51164	5096	1
51164	7266	1
378	84987	1
378	94081	1
3029	94081	1
3029	55848	1
10409	94081	1
4695	84987	1
374291	84987	1
4967	84987	1
9804	80777	1
9804	54996	1
9804	9868	1
54996	84987	1
84987	9377	1
84987	9868	1
84987	9296	1
94081	7386	1
94081	4697	1
94081	9377	1
94081	7416	1
94081	84303	1
94081	26520	1
94081	9590	1
94081	9868	1
9377	55848	1
84303	55848	1
55848	9868	1
55848	79714	1
10109	57180	1
535	84448	1
57863	199731	1
8802	8803	1
10396	55754	1
